"","parque","idade","sexo","escolar","renda","infraestrutura","sombra","temperatura","lance1","lance2","resp1","resp2"
"366","lindu",24,1,1,1500,1,0,0,53,70,"1","0"
"367","lindu",48,0,1,3000,1,1,1,4,12,"1","1"
"368","lindu",30,0,0,2000,1,1,1,46,59,"1","0"
"369","lindu",33,1,1,2500,0,1,1,6,37,"1","0"
"370","lindu",52,1,0,3000,1,1,1,58,70,"1","1"
"371","lindu",42,1,0,2200,1,1,0,68,66,"0","0"
"372","lindu",46,1,1,10800,0,0,1,63,10,"0","0"
"373","lindu",19,0,0,940,1,1,0,67,20,"0","1"
"374","lindu",36,0,1,12000,0,1,1,30,31,"1","1"
"375","lindu",43,0,1,998,1,1,1,20,33,"1","0"
"376","lindu",57,0,1,4000,1,1,0,3,70,"1","0"
"377","lindu",62,0,1,5000,1,1,1,2,4,"1","1"
"378","lindu",38,1,0,1800,1,1,1,36,70,"1","1"
"379","lindu",36,0,1,2000,1,1,1,54,65,"1","0"
"380","lindu",78,0,1,3600,1,1,1,37,42,"1","0"
"381","lindu",23,0,0,1100,0,1,1,12,18,"1","1"
"382","lindu",42,1,1,7000,1,1,1,7,16,"1","1"
"383","lindu",65,0,0,998,0,0,0,19,18,"0","0"
"384","lindu",40,0,0,500,1,1,1,59,10,"0","0"
"385","lindu",38,0,1,1200,1,1,1,68,14,"0","0"
"386","lindu",33,0,0,998,1,1,1,32,68,"1","0"
"387","lindu",33,0,0,1400,1,1,1,2,39,"1","0"
"388","lindu",39,0,0,998,1,1,1,62,67,"1","0"
"389","lindu",38,1,1,4500,1,0,1,62,67,"1","1"
"390","lindu",38,1,0,2040,1,1,1,30,60,"1","0"
"391","lindu",39,0,1,5000,1,1,1,1,28,"1","1"
"392","lindu",50,1,0,4000,1,1,0,63,39,"0","0"
"393","lindu",30,1,0,1300,1,1,1,42,5,"0","1"
"394","lindu",41,0,1,600,1,1,0,37,59,"1","0"
"395","lindu",35,0,0,1000,0,1,1,41,25,"0","0"
"396","lindu",36,1,0,2000,1,1,0,39,40,"1","1"
"397","lindu",41,1,0,2000,1,1,1,38,45,"1","1"
"398","lindu",36,1,1,14000,0,1,1,18,32,"1","0"
"399","lindu",23,0,0,1800,1,1,1,29,62,"1","1"
"400","lindu",59,0,1,1800,1,1,1,13,16,"1","1"
"401","lindu",53,1,0,2000,1,1,1,13,16,"1","1"
"402","lindu",59,0,0,1000,1,1,0,46,48,"1","1"
"403","lindu",33,0,1,3000,0,1,0,25,2,"0","0"
"404","lindu",41,1,1,18000,1,0,1,48,36,"0","1"
"405","lindu",23,1,0,1000,1,1,1,50,24,"0","0"
"406","lindu",41,1,1,15000,1,1,1,70,20,"0","0"
"407","lindu",52,0,1,1000,0,1,1,37,10,"0","1"
"408","lindu",49,0,0,2000,0,1,0,15,9,"0","1"
"409","lindu",36,0,0,15000,0,1,1,53,52,"0","1"
"410","lindu",39,1,1,6000,1,1,1,50,11,"0","0"
"411","lindu",61,0,0,1800,1,1,0,32,18,"0","0"
"412","lindu",20,1,1,998,1,1,1,62,43,"0","0"
"413","lindu",58,1,0,8400,1,1,1,44,64,"1","1"
"414","lindu",61,1,0,8000,0,1,1,30,14,"0","0"
"415","lindu",35,1,0,3000,1,1,1,70,22,"0","0"
"416","lindu",69,1,0,2000,1,1,1,12,8,"0","0"
"417","lindu",38,1,0,3400,1,1,1,10,49,"1","1"
"418","lindu",47,1,0,2000,1,1,1,69,70,"1","1"
"419","lindu",25,1,0,998,1,0,1,69,70,"1","1"
"420","lindu",52,0,1,5800,1,1,1,51,63,"1","1"
"421","lindu",36,0,0,998,0,1,0,27,30,"1","1"
"422","lindu",34,0,0,8000,1,0,1,70,75,"1","1"
"423","lindu",62,0,0,7000,1,1,1,65,38,"0","0"
"424","lindu",54,1,1,10000,1,1,1,55,6,"0","0"
"425","lindu",30,0,0,998,1,1,1,31,17,"0","0"
"426","lindu",47,1,1,10000,1,1,0,65,69,"1","1"
"427","lindu",61,0,0,3000,0,1,1,33,8,"0","0"
"428","lindu",22,0,0,1340,1,1,1,22,10,"0","0"
"429","lindu",61,1,0,4000,0,1,0,11,7,"0","0"
"430","lindu",36,1,0,4000,0,1,1,62,66,"1","1"
"431","lindu",39,0,1,2200,1,1,0,22,40,"1","0"
"432","lindu",61,0,0,1497,1,1,0,15,15,"0","0"
"433","lindu",28,0,1,2000,1,1,1,26,50,"1","1"
"434","lindu",37,1,1,998,0,0,1,37,27,"0","0"
"435","lindu",37,0,1,4000,0,1,0,28,46,"1","0"
"436","lindu",42,0,1,6000,1,0,1,55,17,"0","1"
"437","lindu",75,0,1,5000,0,1,1,44,48,"1","0"
"438","lindu",29,0,1,1000,1,1,1,52,54,"1","1"
"439","lindu",27,0,0,998,0,1,0,40,54,"1","1"
"440","lindu",31,1,1,7000,1,1,1,55,2,"0","1"
"441","lindu",37,1,0,3200,0,0,1,62,64,"1","1"
"442","lindu",43,0,1,3000,0,1,1,11,1,"0","1"
"443","lindu",30,1,1,8000,1,1,0,27,29,"1","0"
"444","lindu",32,0,1,2000,1,1,1,69,52,"0","0"
"445","lindu",39,1,0,5000,1,1,0,66,68,"1","1"
"446","lindu",19,0,0,200,1,1,1,11,2,"0","0"
"447","lindu",36,1,1,15000,1,0,1,31,56,"1","1"
"448","lindu",41,1,1,10000,0,1,0,49,55,"1","1"
"449","lindu",74,0,1,3000,1,1,1,41,46,"1","0"
"450","caiara",19,1,0,600,0,1,0,16,9,"0","0"
"451","caiara",23,0,1,2100,1,0,0,3,37,"1","0"
"452","caiara",40,0,1,4500,0,0,1,13,13,"0","1"
"453","caiara",19,0,0,200,1,0,1,13,6,"0","0"
"454","caiara",30,1,1,3000,1,1,0,45,34,"0","0"
"455","caiara",27,0,1,3000,1,1,1,25,7,"0","1"
"456","caiara",40,1,1,7500,1,1,1,34,61,"1","1"
"457","caiara",25,1,1,300,1,0,1,54,50,"0","1"
"458","caiara",20,0,0,800,1,1,0,18,13,"0","0"
"459","caiara",37,1,0,1200,1,0,1,63,60,"0","0"
"460","caiara",22,1,0,1500,1,1,1,3,12,"1","0"
"461","caiara",24,1,0,1200,1,0,1,23,10,"0","1"
"462","caiara",60,1,0,3800,1,1,1,48,6,"0","1"
"463","caiara",58,1,1,3800,1,1,1,34,33,"0","0"
"464","caiara",34,1,1,2100,1,0,0,61,9,"0","1"
"465","caiara",40,0,0,2200,0,0,1,31,28,"0","0"
"466","caiara",70,1,0,1800,1,1,1,58,45,"0","0"
"467","caiara",19,0,0,200,1,0,0,22,10,"0","1"
"468","caiara",30,0,0,1100,0,1,1,44,40,"0","0"
"469","caiara",40,1,1,3000,1,1,1,60,53,"0","0"
"470","caiara",41,0,1,2700,0,1,1,16,44,"1","1"
"471","caiara",22,1,0,1000,1,1,1,53,54,"1","1"
"472","caiara",22,1,0,1000,0,0,0,58,35,"0","0"
"473","caiara",33,1,1,4900,1,1,1,30,20,"0","1"
"474","caiara",27,0,0,900,0,1,1,27,10,"0","1"
"475","caiara",39,0,1,1700,1,1,1,51,29,"0","0"
"476","caiara",26,1,1,3000,0,1,1,61,10,"0","1"
"477","caiara",27,1,1,1800,0,0,1,28,27,"0","0"
"478","caiara",18,1,0,600,0,0,0,9,13,"1","1"
"479","caiara",30,1,0,1200,0,1,0,27,27,"0","1"
"480","caiara",24,1,0,1100,0,0,0,5,42,"1","0"
"481","caiara",39,1,1,3000,0,0,0,14,1,"0","1"
"482","caiara",40,1,1,5000,1,1,1,17,39,"1","0"
"483","caiara",60,0,0,2500,0,0,0,39,29,"0","0"
"484","caiara",53,1,1,4000,0,0,0,21,18,"0","0"
"485","caiara",35,1,0,1700,0,1,1,12,51,"1","0"
"486","caiara",37,0,0,1700,1,1,1,70,30,"0","0"
"487","caiara",21,0,0,1200,0,0,1,11,18,"1","1"
"488","caiara",22,1,0,900,0,0,0,8,50,"1","0"
"489","caiara",19,1,0,100,0,1,1,51,36,"0","0"
"490","caiara",22,0,0,100,0,1,0,23,11,"0","0"
"491","caiara",60,1,0,1300,0,1,1,39,18,"0","0"
"492","caiara",22,0,0,300,0,1,1,34,2,"0","1"
"493","caiara",43,0,1,998,0,0,0,16,9,"0","0"
"494","caiara",19,1,0,500,0,1,1,45,45,"0","0"
"495","caiara",37,0,0,1200,1,1,0,34,61,"1","0"
"496","caiara",47,1,1,998,1,0,0,18,51,"1","0"
"497","caiara",38,1,1,998,0,0,0,63,63,"0","0"
"498","caiara",21,1,0,600,0,1,1,3,37,"1","0"
"499","caiara",23,1,1,750,0,1,0,13,2,"0","1"
"500","caiara",26,1,0,700,0,1,0,13,55,"1","0"
"501","macaxeira",45,1,0,1500,0,0,0,48,50,"1","1"
"502","macaxeira",40,0,0,988,1,1,0,21,16,"0","0"
"503","macaxeira",39,0,0,988,1,1,0,54,24,"0","1"
"504","macaxeira",26,1,0,3000,1,0,0,27,45,"1","1"
"505","macaxeira",24,1,0,1500,0,1,0,56,58,"1","1"
"506","macaxeira",25,0,0,2000,1,1,0,9,16,"1","1"
"507","macaxeira",33,1,0,2000,1,1,0,53,44,"0","1"
"508","macaxeira",41,0,0,1500,1,0,0,33,38,"1","1"
"509","macaxeira",22,1,0,1700,1,1,0,23,48,"1","1"
"510","macaxeira",24,1,0,1600,1,1,0,41,34,"0","0"
"511","macaxeira",22,0,0,988,1,1,0,33,27,"0","0"
"512","macaxeira",25,1,0,1200,0,0,0,13,17,"1","1"
"513","macaxeira",49,0,0,1100,0,1,0,25,20,"0","0"
"514","macaxeira",27,0,0,1200,0,0,0,20,10,"0","1"
"515","macaxeira",39,0,0,400,1,1,0,21,20,"0","1"
"516","macaxeira",42,0,1,1800,0,1,0,6,20,"1","1"
"517","macaxeira",45,0,0,988,1,0,0,3,11,"1","1"
"518","macaxeira",25,1,0,800,1,0,0,55,47,"0","0"
"519","macaxeira",23,0,0,500,1,1,0,11,9,"0","1"
"520","macaxeira",52,1,0,800,1,1,0,39,57,"1","1"
"521","macaxeira",22,0,0,988,1,0,0,40,16,"0","1"
"522","macaxeira",36,1,0,988,1,1,0,28,21,"0","1"
"523","macaxeira",23,1,0,500,1,1,0,31,7,"0","1"
"524","macaxeira",61,1,0,5000,0,0,0,14,55,"1","1"
"525","macaxeira",53,0,0,988,0,1,0,18,6,"0","1"
"526","macaxeira",27,1,0,1600,1,1,0,5,35,"1","1"
"527","macaxeira",30,1,0,988,1,1,0,43,36,"0","0"
"528","macaxeira",58,1,0,4500,1,0,0,20,33,"1","1"
"529","macaxeira",21,1,0,300,1,0,0,28,39,"1","1"
"530","macaxeira",42,0,0,2000,1,0,0,2,31,"1","1"
"531","macaxeira",40,1,0,1300,1,1,0,13,8,"0","1"
"532","macaxeira",64,0,0,998,0,1,0,33,27,"0","0"
"533","macaxeira",68,1,0,998,0,1,0,50,42,"0","0"
"534","macaxeira",26,1,0,1050,0,0,0,11,7,"0","0"
"535","macaxeira",43,1,0,1500,1,1,0,51,20,"0","1"
"536","macaxeira",42,1,0,1000,1,0,0,43,8,"1","1"
"537","macaxeira",46,0,0,600,0,0,0,33,27,"0","0"
"538","macaxeira",49,0,0,500,1,0,0,17,12,"0","0"
"539","macaxeira",59,1,0,2000,1,1,0,6,10,"1","1"
"540","macaxeira",27,1,0,1900,0,0,0,27,37,"1","1"
"541","macaxeira",34,1,0,1500,0,0,0,56,23,"1","1"
"542","macaxeira",35,0,0,998,0,1,0,42,35,"0","0"
"543","macaxeira",38,0,0,1200,1,1,0,18,13,"0","0"
"544","macaxeira",60,0,0,998,1,0,0,7,4,"0","0"
"545","macaxeira",71,0,0,1000,1,0,0,30,24,"0","0"
"546","macaxeira",33,1,0,3000,1,0,0,24,27,"1","1"
"547","macaxeira",35,0,0,998,0,1,0,36,30,"0","0"
"548","macaxeira",42,1,0,5988,1,0,0,36,26,"1","1"
"549","macaxeira",60,0,0,2000,1,0,0,46,50,"1","1"
"550","macaxeira",35,1,0,1100,1,0,0,28,56,"1","1"
"551","macaxeira",60,0,0,3000,0,0,0,7,26,"1","1"
"552","macaxeira",34,1,0,2000,1,0,0,51,43,"0","0"
"553","macaxeira",40,1,0,1000,1,0,0,48,22,"1","1"
"554","macaxeira",36,1,0,1800,0,0,0,38,31,"0","0"
"555","macaxeira",46,1,0,1500,1,1,0,7,16,"1","1"
"556","macaxeira",28,1,0,1500,0,0,0,55,22,"1","1"
"557","macaxeira",26,1,0,1000,0,1,0,10,28,"1","1"
"558","macaxeira",56,1,0,6000,0,1,0,43,10,"1","1"
"559","macaxeira",22,0,0,1050,1,1,0,41,34,"0","0"
"560","macaxeira",59,1,0,3000,1,1,0,58,9,"1","1"
"561","macaxeira",19,0,0,1000,1,1,0,26,20,"0","0"
"562","macaxeira",78,1,0,3000,0,1,0,50,42,"0","0"
"563","macaxeira",24,1,0,1000,1,0,0,56,48,"0","0"
"564","macaxeira",35,1,0,1500,1,1,0,31,25,"0","0"
"565","macaxeira",23,0,0,400,1,0,0,26,20,"1","1"
"566","macaxeira",24,1,0,1000,1,0,0,41,43,"1","1"
"567","macaxeira",30,1,0,1500,1,1,0,11,37,"1","1"
"568","macaxeira",40,1,0,1000,1,1,0,12,47,"1","1"
"569","macaxeira",29,0,0,2000,1,1,0,13,20,"1","1"
"570","macaxeira",42,1,0,2000,1,0,0,17,12,"0","0"
"571","macaxeira",25,1,0,1000,1,0,0,57,49,"0","0"
"572","macaxeira",30,1,0,1000,1,1,0,38,31,"0","0"
"573","macaxeira",45,1,0,1500,1,0,0,30,24,"0","0"
"574","macaxeira",32,0,0,400,1,1,0,25,30,"1","1"
"575","macaxeira",26,0,0,1800,1,0,0,51,18,"1","1"
"576","macaxeira",35,0,0,2500,0,0,0,52,44,"0","0"
"577","macaxeira",35,1,0,1000,1,0,0,7,11,"1","1"
"578","macaxeira",38,0,0,1500,1,0,0,42,35,"0","0"
"579","macaxeira",51,1,0,1000,1,0,0,46,36,"1","1"
"580","macaxeira",33,1,0,1500,1,1,0,39,32,"0","0"
"581","macaxeira",50,1,0,2000,1,1,0,52,22,"1","1"
"582","macaxeira",38,0,0,1000,1,0,0,25,33,"1","1"
"583","macaxeira",53,1,0,2000,1,0,0,16,20,"1","1"
"584","macaxeira",20,1,0,500,1,1,0,42,52,"1","1"
"585","macaxeira",24,0,0,700,1,0,0,28,16,"0","1"
"586","macaxeira",29,1,0,2500,1,0,0,10,23,"1","1"
"587","macaxeira",31,1,0,1000,1,0,0,7,14,"1","1"
"588","macaxeira",27,1,0,1800,0,0,0,58,6,"1","1"
"589","macaxeira",21,0,0,1500,1,0,0,7,8,"1","1"
"590","macaxeira",52,0,0,2300,1,0,0,14,14,"1","1"
"591","macaxeira",25,1,0,1200,1,0,0,30,15,"1","1"
"592","macaxeira",46,1,0,2500,1,0,0,20,13,"1","1"
"593","macaxeira",57,1,0,2500,0,0,0,20,15,"0","0"
"594","macaxeira",47,1,0,3000,1,0,0,45,20,"0","1"
"595","macaxeira",31,0,0,1000,1,0,0,20,15,"0","0"
"596","macaxeira",36,1,0,3500,1,1,0,24,19,"0","0"
"597","macaxeira",63,1,0,3000,0,0,0,37,30,"0","0"
"598","macaxeira",37,0,0,1200,1,0,0,12,8,"0","0"
"599","macaxeira",29,0,0,1800,1,0,0,41,34,"0","0"
"600","macaxeira",33,1,0,2500,1,0,0,30,12,"1","1"
"601","macaxeira",22,1,0,1000,0,0,0,29,19,"0","1"
"602","macaxeira",32,0,0,1500,1,0,0,41,24,"1","1"
"603","macaxeira",28,1,0,2000,1,0,0,30,13,"1","1"
"604","macaxeira",25,0,0,800,1,0,0,49,42,"0","0"
"605","macaxeira",38,0,0,1200,0,0,0,33,27,"0","0"
"606","macaxeira",34,1,0,1700,1,0,0,46,7,"1","1"
"607","macaxeira",49,1,0,3000,0,0,0,49,7,"1","1"
"608","macaxeira",21,1,0,998,0,0,0,8,5,"0","0"
"609","macaxeira",37,0,0,2300,0,0,0,33,12,"1","1"
"610","macaxeira",53,0,0,998,1,0,0,14,7,"0","1"
"611","macaxeira",32,1,0,3400,1,0,0,33,27,"0","0"
"612","jaqueira",80,0,0,998,0,1,0,42,36,"0","0"
"613","jaqueira",29,1,0,1200,1,1,0,19,45,"1","1"
"614","jaqueira",56,1,0,10000,1,1,0,23,48,"1","1"
"615","jaqueira",45,0,0,4500,1,0,0,47,52,"1","1"
"616","jaqueira",37,1,0,4000,0,1,0,54,58,"1","1"
"617","jaqueira",44,0,0,4000,1,1,0,18,20,"1","1"
"618","jaqueira",43,0,0,9000,1,0,0,16,30,"1","1"
"619","jaqueira",61,0,0,998,1,1,0,42,26,"0","0"
"620","jaqueira",66,0,0,2000,1,1,0,51,4,"0","0"
"621","jaqueira",32,1,0,5000,1,1,0,18,45,"1","1"
"622","jaqueira",32,0,0,1500,1,1,0,28,25,"0","0"
"623","jaqueira",35,1,0,2300,1,1,0,15,46,"1","1"
"624","jaqueira",40,0,0,3500,1,1,0,54,56,"1","1"
"625","jaqueira",41,1,1,3500,1,1,0,44,46,"1","1"
"626","jaqueira",37,1,0,3000,1,1,0,14,12,"0","0"
"627","jaqueira",64,0,0,998,1,1,0,12,44,"1","1"
"628","jaqueira",40,1,0,3000,1,1,0,53,33,"0","0"
"629","jaqueira",31,0,0,700,1,1,0,14,4,"0","1"
"630","jaqueira",19,0,0,1300,1,1,0,20,21,"1","1"
"631","jaqueira",74,1,0,998,1,1,0,14,18,"1","1"
"632","jaqueira",58,1,0,15000,1,1,0,19,23,"1","1"
"633","jaqueira",42,1,0,2000,1,1,0,42,57,"1","1"
"634","jaqueira",29,1,0,2000,1,1,0,37,35,"0","0"
"635","jaqueira",72,1,0,15000,1,0,0,23,16,"0","0"
"636","jaqueira",39,0,0,3000,1,1,0,55,59,"1","1"
"637","jaqueira",60,1,1,15000,1,1,0,37,49,"1","1"
"638","jaqueira",80,0,0,10000,1,1,0,8,38,"1","1"
"639","jaqueira",56,0,0,2000,1,1,0,40,25,"0","1"
"640","jaqueira",48,0,0,4000,1,1,0,28,40,"1","1"
"641","jaqueira",72,1,0,10000,1,1,0,46,28,"0","1"
"642","jaqueira",22,1,0,1800,1,1,0,33,49,"1","1"
"643","jaqueira",35,0,0,998,1,0,0,19,41,"1","1"
"644","jaqueira",52,0,0,1500,1,1,0,18,37,"1","1"
"645","jaqueira",26,1,0,600,0,1,0,50,47,"0","1"
"646","jaqueira",24,1,0,1996,0,1,0,10,26,"1","1"
"647","jaqueira",48,1,0,2000,0,0,0,36,26,"0","1"
"648","jaqueira",27,0,0,2994,1,1,0,8,10,"1","1"
"649","jaqueira",19,1,0,1996,1,1,0,57,17,"0","1"
"650","jaqueira",52,0,0,2495,1,1,0,52,56,"1","1"
"651","jaqueira",49,0,0,1100,1,1,0,59,45,"0","0"
"652","jaqueira",40,1,0,998,0,1,0,54,37,"0","0"
"653","jaqueira",44,0,0,998,1,1,0,34,60,"1","1"
"654","jaqueira",60,1,0,6000,0,0,0,48,19,"0","0"
"655","jaqueira",75,1,0,2994,0,1,0,10,4,"0","0"
"656","jaqueira",43,0,0,5000,0,1,0,16,17,"1","1"
"657","jaqueira",38,0,0,998,1,1,0,21,36,"1","1"
"658","jaqueira",28,1,0,3000,1,1,0,11,26,"1","1"
"659","jaqueira",34,0,0,7500,0,1,0,48,51,"1","1"
"660","jaqueira",62,1,0,4980,0,1,0,34,41,"1","1"
"661","jaqueira",42,1,0,3992,1,1,0,25,46,"1","1"
"662","jaqueira",67,0,0,3992,1,0,0,55,41,"0","0"
"663","jaqueira",38,0,0,1144,1,1,0,12,13,"1","1"
"664","jaqueira",19,1,0,500,1,1,0,49,42,"0","0"
"665","jaqueira",31,1,0,4000,1,1,0,53,56,"1","1"
"666","jaqueira",35,0,0,2000,0,1,0,39,44,"1","1"
"667","jaqueira",43,1,0,1000,0,1,0,47,33,"0","1"
"668","jaqueira",37,0,0,170,1,1,0,28,38,"1","1"
"669","jaqueira",24,1,0,1000,1,1,0,47,58,"1","1"
"670","jaqueira",75,0,0,6000,1,1,0,19,20,"1","1"
"671","jaqueira",66,1,0,5000,0,1,0,52,56,"1","1"
"672","jaqueira",56,0,0,6000,1,1,0,9,21,"1","1"
"673","jaqueira",86,0,0,10000,1,1,0,41,21,"0","1"
"674","jaqueira",22,1,0,1500,1,1,0,8,60,"1","1"
"675","jaqueira",51,0,0,1000,1,1,0,55,10,"0","0"
"676","jaqueira",33,1,0,1200,1,1,0,14,5,"0","1"
"677","jaqueira",20,0,0,750,1,0,0,58,59,"1","1"
"678","jaqueira",48,1,0,1100,1,1,0,41,52,"1","1"
"679","jaqueira",23,1,0,1200,1,1,0,7,58,"1","1"
"680","jaqueira",37,0,0,998,1,1,0,32,28,"0","0"
"681","jaqueira",22,1,0,1000,1,1,0,25,32,"1","1"
"682","jaqueira",37,0,0,1000,1,1,0,39,25,"0","1"
"683","jaqueira",31,0,0,998,1,1,0,41,47,"1","1"
"684","jaqueira",27,1,0,1300,1,1,0,34,18,"0","1"
"685","jaqueira",28,1,0,2200,1,1,0,4,8,"1","1"
"686","jaqueira",37,1,0,1500,0,1,0,57,42,"0","0"
"687","jaqueira",28,0,0,1000,1,1,0,7,50,"1","1"
"688","jaqueira",27,0,0,1000,0,1,0,5,35,"1","1"
"689","jaqueira",42,1,1,10000,1,1,0,14,32,"1","1"
"690","jaqueira",82,0,0,4000,1,1,0,50,58,"1","1"
"691","jaqueira",37,1,0,1200,1,1,0,47,59,"1","1"
"692","jaqueira",34,0,0,1200,1,1,0,55,26,"0","0"
"693","jaqueira",31,0,0,500,1,1,0,57,21,"0","0"
"694","jaqueira",34,0,0,1996,1,1,0,10,12,"1","1"
"695","jaqueira",25,1,0,880,0,0,0,25,28,"1","1"
"696","jaqueira",25,0,0,998,1,0,0,43,55,"1","1"
"697","jaqueira",55,0,0,41,1,1,0,49,32,"0","0"
"698","jaqueira",36,1,0,1800,0,1,0,57,47,"0","0"
"699","jaqueira",33,1,0,3200,1,1,0,34,39,"1","1"
"700","jaqueira",18,0,0,1000,1,1,0,5,7,"1","1"
"701","jaqueira",19,0,0,998,1,1,0,8,13,"1","1"
"702","jaqueira",32,1,0,6000,1,1,0,13,12,"0","0"
"703","jaqueira",38,1,0,3800,1,1,0,36,46,"1","1"
"704","jaqueira",25,0,0,1200,1,1,0,10,14,"1","1"
"705","jaqueira",19,1,0,2000,1,1,0,6,25,"1","1"
"706","jaqueira",26,1,0,2500,1,1,0,7,17,"1","1"
"707","jaqueira",41,1,0,5000,0,1,0,43,52,"1","1"
"708","jaqueira",19,1,0,800,1,1,0,4,11,"1","1"
"709","jaqueira",56,1,0,1800,1,1,0,42,47,"1","1"
"710","jaqueira",36,0,0,6200,1,1,0,35,30,"0","0"
"711","jaqueira",19,1,0,1200,1,1,0,12,38,"1","1"
"712","jaqueira",39,1,0,18000,1,1,0,9,40,"1","1"
"713","jaqueira",19,0,0,400,0,1,0,15,24,"1","1"
"714","jaqueira",25,1,0,800,0,0,0,10,52,"1","1"
"715","jaqueira",25,0,0,800,1,0,0,20,43,"1","1"
"716","jaqueira",18,1,0,850,1,1,0,43,15,"0","0"
"717","jaqueira",56,1,0,1500,0,1,0,47,30,"0","0"
"718","jaqueira",31,1,0,2500,1,1,0,13,21,"1","1"
"719","jaqueira",32,0,0,1923,1,1,0,28,43,"1","1"
"720","jaqueira",37,1,0,1300,1,1,0,47,48,"1","1"
"721","jaqueira",19,0,0,100,1,1,0,9,17,"1","1"
"722","jaqueira",18,0,0,400,1,1,0,7,8,"1","1"
"723","jaqueira",52,0,0,1100,1,1,0,39,18,"0","0"
"724","jaqueira",42,0,0,1500,1,1,0,59,28,"0","0"
"725","jaqueira",50,1,0,1500,0,1,0,53,55,"1","1"
"726","jaqueira",44,1,0,1996,1,1,0,36,59,"1","1"
"727","jaqueira",25,0,0,3500,0,1,0,8,15,"1","1"
"728","jaqueira",80,1,0,10000,1,1,0,46,55,"1","1"
"729","jaqueira",21,0,0,1300,1,1,0,8,11,"1","1"
"730","jaqueira",43,0,0,998,1,1,0,11,18,"1","1"
"731","jaqueira",20,0,0,500,1,1,0,41,58,"1","1"
"732","jaqueira",18,0,0,100,1,1,0,58,59,"1","1"
"733","jaqueira",18,1,0,400,1,1,0,13,29,"1","1"
"734","jaqueira",26,0,0,1000,1,1,0,39,51,"1","1"
"735","jaqueira",27,1,0,998,1,1,0,24,58,"1","1"
"736","jaqueira",38,0,0,998,1,1,0,48,10,"0","0"
"737","jaqueira",21,1,0,600,1,1,0,5,12,"1","1"
"738","jaqueira",36,0,1,10000,1,1,0,40,44,"1","1"
"739","jaqueira",37,0,0,2000,1,1,0,40,37,"0","0"
"740","jaqueira",34,1,0,4500,1,1,0,37,40,"1","1"
"741","jaqueira",30,0,0,5000,1,1,0,30,32,"1","1"
"742","jaqueira",50,1,0,200,1,1,0,18,57,"1","1"
"743","jaqueira",27,1,0,5000,1,1,0,5,7,"1","1"
"744","jaqueira",20,0,0,1996,1,1,0,5,21,"1","1"
"745","jaqueira",25,1,0,2000,1,1,0,16,45,"1","1"
"746","jaqueira",30,0,0,1000,1,1,0,9,11,"1","1"
"747","jaqueira",34,0,0,1900,1,1,0,35,38,"1","1"
"748","jaqueira",35,1,0,1600,1,1,0,19,21,"1","1"
"749","jaqueira",49,0,0,4000,0,1,0,37,10,"0","0"
"750","jaqueira",43,0,0,4000,1,1,0,48,36,"0","0"
"751","jaqueira",51,1,0,2000,1,1,0,25,33,"1","1"
"752","jaqueira",60,0,0,15000,0,1,0,11,36,"1","1"
"753","jaqueira",64,0,0,998,0,0,0,57,52,"0","0"
"754","santana",26,0,0,2900,1,1,0,33,27,"0","0"
"755","santana",39,0,0,2000,1,1,0,21,17,"0","0"
"756","santana",82,0,0,1500,1,1,0,51,42,"0","0"
"757","santana",48,1,0,4990,1,1,0,18,20,"1","1"
"758","santana",43,0,0,14000,0,0,0,34,57,"1","1"
"759","santana",44,1,0,26000,0,1,0,47,50,"1","1"
